PDBid,date,President,Total_Pgs,maps,Redaction_total
11011971,1/11/71,3,11,3,9
12011971,1/12/71,3,6,1,4
13011971,1/13/71,3,12,2,11
14011971,1/14/71,3,14,2,8
15011971,1/15/71,3,13,2,11
16011971,1/16/71,3,7,1,2
18011971,1/18/71,3,11,3,11
19011971,1/19/71,3,14,3,13
20011971,1/20/71,3,8,1,9
21011971,1/21/71,3,7,0,6
22011971,1/22/71,3,8,1,8
23011971,1/23/71,3,10,1,12
25011971,1/25/71,3,12,1,4
26011971,1/26/71,3,9,0,1
27011971,1/27/71,3,6,1,7
28011971,1/28/71,3,8,1,5
29011971,1/29/71,3,11,2,6
30011971,1/30/71,3,10,1,9
31011971,1/31/71,3,4,0,2
1021971,2/1/71,3,6,1,4
2021971,2/2/71,3,10,1,6
3021971,2/3/71,3,11,1,7
4021971,2/4/71,3,9,2,8
5021971,2/5/71,3,8,1,5
6021971,2/6/71,3,8,1,8
8021971,2/8/71,3,8,1,4
9021971,2/9/71,3,11,3,5
10021971,2/10/71,3,9,1,7
11021971,2/11/71,3,11,2,4
12021971,2/12/71,3,10,2,7
13021971,2/13/71,3,12,2,16
14021971,2/14/71,3,6,0,3
15021971,2/15/71,3,12,1,14
16021971,2/16/71,3,10,2,9
17021971,2/17/71,3,14,1,12
18021971,2/18/71,3,8,1,6
19021971,2/19/71,3,10,1,12
20021971,2/20/71,3,12,3,8
22021971,2/22/71,3,11,2,10
23021971,2/23/71,3,9,2,7
24021971,2/24/71,3,11,2,8
25021971,2/25/71,3,12,0,9
26021971,2/26/71,3,9,1,5
27021971,2/27/71,3,10,1,8
1031971,3/1/71,3,11,0,12
2031971,3/2/71,3,9,0,11
3031971,3/3/71,3,9,0,8
4031971,3/4/71,3,12,0,14
5031971,3/5/71,3,8,0,7
6031971,3/6/71,3,11,0,10
8031971,3/8/71,3,14,0,15
9031971,3/9/71,3,12,0,11
10031971,3/10/71,3,10,0,9
11031971,3/11/71,3,14,0,20
12031971,3/12/71,3,10,0,4
13031971,3/13/71,3,11,0,10
15031971,3/15/71,3,12,0,8
16031971,3/16/71,3,10,0,4
17031971,3/17/71,3,8,0,5
18031971,3/18/71,3,9,0,1
19031971,3/19/71,3,7,0,6
20031971,3/20/71,3,15,0,15
22031971,3/22/71,3,9,0,4
23031971,3/23/71,3,8,0,3
24031971,3/24/71,3,6,0,1
25031971,3/25/71,3,9,0,14
26031971,3/26/71,3,16,0,19
27031971,3/27/71,3,10,0,6
28031971,3/28/71,3,5,0,1
29031971,3/29/71,3,14,0,7
30031971,3/30/71,3,12,0,13
31031971,3/31/71,3,11,0,9
1041971,4/1/71,3,11,2,10
2041971,4/2/71,3,9,0,8
3041971,4/3/71,3,14,3,9
4041971,4/4/71,3,4,0,2
5041971,4/5/71,3,13,3,14
6041971,4/6/71,3,9,2,3
7041971,4/7/71,3,13,2,12
8041971,4/8/71,3,12,2,12
9041971,4/9/71,3,13,2,14
10041971,4/10/71,3,10,1,7
12041971,4/12/71,3,12,4,15
13041971,4/13/71,3,12,2,14
14041971,4/14/71,3,10,1,8
15041971,4/15/71,3,10,1,14
16041971,4/16/71,3,12,2,15
17041971,4/17/71,3,13,2,10
19041971,4/19/71,3,10,1,4
20041971,4/20/71,3,6,0,5
21041971,4/21/71,3,11,1,15
22041971,4/22/71,3,13,0,11
23041971,4/23/71,3,13,0,9
24041971,4/24/71,3,8,1,5
26041971,4/26/71,3,6,0,4
27041971,4/27/71,3,6,0,2
28041971,4/28/71,3,7,0,3
29041971,4/29/71,3,8,0,8
30041971,4/30/71,3,8,0,3
1051971,5/1/71,3,7,0,7
2051971,5/2/71,3,3,0,1
3051971,5/3/71,3,7,0,3
4051971,5/4/71,3,11,2,11
5051971,5/5/71,3,10,0,6
6051971,5/6/71,3,16,2,12
7051971,5/7/71,3,8,1,8
8051971,5/8/71,3,7,0,7
10051971,5/10/71,3,8,0,0
11051971,5/11/71,3,16,1,14
12051971,5/12/71,3,11,0,9
13051971,5/13/71,3,9,0,7
14051971,5/14/71,3,11,1,5
15051971,5/15/71,3,11,1,6
16051971,5/16/71,3,15,0,4
17051971,5/17/71,3,15,1,3
18051971,5/18/71,3,10,1,10
19051971,5/19/71,3,11,1,7
20051971,5/20/71,3,8,1,11
21051971,5/21/71,3,15,0,13
22051971,5/22/71,3,13,2,12
23051971,5/23/71,3,4,0,4
24051971,5/24/71,3,9,1,6
25051971,5/25/71,3,12,1,7
26051971,5/26/71,3,9,1,9
27051971,5/27/71,3,6,0,1
28051971,5/28/71,3,11,1,5
29051971,5/29/71,3,11,0,10
31051971,5/31/71,3,7,0,6
1061971,6/1/71,3,8,1,5
2061971,6/2/71,3,9,1,6
3061971,6/3/71,3,7,1,3
4061971,6/4/71,3,14,1,8
5061971,6/5/71,3,10,1,13
7061971,6/7/71,3,8,1,4
8061971,6/8/71,3,9,1,6
9061971,6/9/71,3,11,2,8
10061971,6/10/71,3,11,1,9
11061971,6/11/71,3,11,1,5
12061971,6/12/71,3,15,3,10
14061971,6/14/71,3,7,1,6
15061971,6/15/71,3,7,1,4
16061971,6/16/71,3,8,1,8
17061971,6/17/71,3,9,0,8
18061971,6/18/71,3,8,1,10
19061971,6/19/71,3,10,0,10
20061971,6/20/71,3,4,0,0
21061971,6/21/71,3,8,1,6
22061971,6/22/71,3,7,1,7
23061971,6/23/71,3,6,0,0
24061971,6/24/71,3,12,2,8
25061971,6/25/71,3,11,1,12
26061971,6/26/71,3,10,1,6
28061971,6/28/71,3,11,1,14
29061971,6/29/71,3,7,0,5
30061971,6/30/71,3,9,0,22
1071971,7/1/71,3,10,3,6
2071971,7/2/71,3,13,0,7
3071971,7/3/71,3,10,0,9
5071971,7/5/71,3,7,1,1
6071971,7/6/71,3,9,0,4
7071971,7/7/71,3,10,1,15
8071971,7/8/71,3,7,0,4
9071971,7/9/71,3,9,1,3
10071971,7/10/71,3,10,0,9
11071971,7/11/71,3,5,0,1
12071971,7/12/71,3,8,0,9
13071971,7/13/71,3,9,0,6
14071971,7/14/71,3,10,0,10
15071971,7/15/71,3,8,0,6
16071971,7/16/71,3,7,0,4
17071971,7/17/71,3,7,0,4
19071971,7/19/71,3,6,0,1
20071971,7/20/71,3,10,2,3
21071971,7/21/71,3,9,0,10
22071971,7/22/71,3,9,0,4
23071971,7/23/71,3,8,1,5
24071971,7/24/71,3,11,0,4
26071971,7/26/71,3,8,0,3
27071971,7/27/71,3,7,0,0
28071971,7/28/71,3,8,0,8
29071971,7/29/71,3,8,1,8
30071971,7/30/71,3,16,3,9
31071971,7/31/71,3,10,1,8
2081971,8/2/71,3,6,0,5
3081971,8/3/71,3,13,1,10
4081971,8/4/71,3,15,1,9
5081971,8/5/71,3,8,0,7
6081971,8/6/71,3,9,0,9
7081971,8/7/71,3,8,0,7
9081971,8/9/71,3,11,2,7
10081971,8/10/71,3,10,2,11
11081971,8/11/71,3,7,0,3
12081971,8/12/71,3,7,0,3
13081971,8/13/71,3,9,1,5
14081971,8/14/71,3,8,1,6
16081971,8/16/71,3,6,0,3
17081971,8/17/71,3,8,1,4
18081971,8/18/71,3,10,0,8
19081971,8/19/71,3,11,0,9
20081971,8/20/71,3,11,1,6
21081971,8/21/71,3,11,0,12
23081971,8/23/71,3,9,0,1
24081971,8/24/71,3,12,1,8
25081971,8/25/71,3,10,0,9
26081971,8/26/71,3,10,1,4
27081971,8/27/71,3,12,2,7
28081971,8/28/71,3,9,0,12
29081971,8/29/71,3,6,0,2
30081971,8/30/71,3,9,1,5
31081971,8/31/71,3,9,0,10
1091971,9/1/71,3,11,0,10
2091971,9/2/71,3,12,0,9
3091971,9/3/71,3,11,0,4
4091971,9/4/71,3,13,1,7
5091971,9/5/71,3,4,0,0
6091971,9/6/71,3,11,1,10
7091971,9/7/71,3,6,0,1
8091971,9/8/71,3,14,1,23
9091971,9/9/71,3,12,0,17
10091971,9/10/71,3,5,0,1
11091971,9/11/71,3,11,0,10
13091971,9/13/71,3,9,2,11
14091971,9/14/71,3,15,1,14
15091971,9/15/71,3,7,1,3
16091971,9/16/71,3,10,1,8
17091971,9/17/71,3,12,1,12
18091971,9/18/71,3,8,2,5
20091971,9/20/71,3,8,1,5
21091971,9/21/71,3,8,0,7
22091971,9/22/71,3,11,1,8
23091971,9/23/71,3,10,0,11
24091971,9/24/71,3,8,0,9
25091971,9/25/71,3,9,0,9
26091971,9/26/71,3,10,0,2
27091971,9/27/71,3,11,0,10
28091971,9/28/71,3,9,2,11
29091971,9/29/71,3,12,2,9
30091971,9/30/71,3,10,0,11
1101971,10/1/71,3,8,0,4
2101971,10/2/71,3,5,0,0
4101971,10/4/71,3,8,0,4
5101971,10/5/71,3,6,0,4
6101971,10/6/71,3,10,1,13
7101971,10/7/71,3,10,1,2
8101971,10/8/71,3,7,0,8
9101971,10/9/71,3,8,0,12
11101971,10/11/71,3,7,1,3
12101971,10/12/71,3,7,0,2
13101971,10/13/71,3,10,2,4
14101971,10/14/71,3,8,0,3
15101971,10/15/71,3,8,2,8
16101971,10/16/71,3,10,1,1
18101971,10/18/71,3,12,1,12
19101971,10/19/71,3,10,2,6
20101971,10/20/71,3,11,1,12
21101971,10/21/71,3,11,1,7
22101971,10/22/71,3,8,1,9
23101971,10/23/71,3,8,0,10
25101971,10/25/71,3,9,0,12
26101971,10/26/71,3,6,1,1
27101971,10/27/71,3,10,2,10
28101971,10/28/71,3,9,0,4
29101971,10/29/71,3,8,0,11
30101971,10/30/71,3,11,1,10
1111971,11/1/71,3,6,0,4
2111971,11/2/71,3,8,1,4
3111971,11/3/71,3,10,0,4
4111971,11/4/71,3,16,3,15
5111971,11/5/71,3,9,1,8
6111971,11/6/71,3,12,3,13
7111971,11/7/71,3,3,0,5
8111971,11/8/71,3,10,1,13
9111971,11/9/71,3,9,1,4
10111971,11/10/71,3,12,1,11
11111971,11/11/71,3,9,0,7
12111971,11/12/71,3,12,2,10
13111971,11/13/71,3,8,1,2
15111971,11/15/71,3,10,1,8
16111971,11/16/71,3,13,2,12
17111971,11/17/71,3,11,2,5
18111971,11/18/71,3,9,2,12
19111971,11/19/71,3,17,0,20
20111971,11/20/71,3,7,0,3
22111971,11/22/71,3,13,3,5
23111971,11/23/71,3,9,2,7
24111971,11/24/71,3,18,5,9
25111971,11/25/71,3,12,3,6
26111971,11/26/71,3,11,1,12
27111971,11/27/71,3,13,2,9
28111971,11/28/71,3,4,0,6
29111971,11/29/71,3,9,1,6
30111971,11/30/71,3,10,2,10
1121971,12/1/71,3,13,2,4
2121971,12/2/71,3,15,0,5
3121971,12/3/71,3,16,1,16
4121971,12/4/71,3,11,1,7
5121971,12/5/71,3,5,0,4
6121971,12/6/71,3,13,1,9
7121971,12/7/71,3,13,1,11
8121971,12/8/71,3,12,3,4
9121971,12/9/71,3,13,3,4
10121971,12/10/71,3,12,2,5
11121971,12/11/71,3,13,3,12
13121971,12/13/71,3,10,2,5
14121971,12/14/71,3,8,2,2
15121971,12/15/71,3,10,2,4
16121971,12/16/71,3,14,1,9
17121971,12/17/71,3,10,1,9
18121971,12/18/71,3,12,3,8
20121971,12/20/71,3,9,1,4
21121971,12/21/71,3,9,1,3
22121971,12/22/71,3,11,2,5
23121971,12/23/71,3,11,1,5
24121971,12/24/71,3,12,1,4
27121971,12/27/71,3,9,1,7
28121971,12/28/71,3,7,1,5
29121971,12/29/71,3,7,1,5
30121971,12/30/71,3,14,2,3
31121971,12/31/71,3,10,3,3
3011972,1/3/72,3,9,1,4
4011972,1/4/72,3,9,1,3
5011972,1/5/72,3,7,1,5
6011972,1/6/72,3,11,3,6
7011972,1/7/72,3,11,1,8
8011972,1/8/72,3,13,1,13
9011972,1/9/72,3,3,0,3
10011972,1/10/72,3,9,1,5
11011972,1/11/72,3,9,2,9
12011972,1/12/72,3,8,1,9
13011972,1/13/72,3,10,1,4
14011972,1/14/72,3,11,2,11
15011972,1/15/72,3,17,2,13
17011972,1/17/72,3,9,1,4
18011972,1/18/72,3,10,1,4
19011972,1/19/72,3,11,2,17
20011972,1/20/72,3,9,1,4
21011972,1/21/72,3,10,1,9
22011972,1/22/72,3,13,1,14
24011972,1/24/72,3,7,1,2
25011972,1/25/72,3,10,2,9
26011972,1/26/72,3,6,0,2
27011972,1/27/72,3,10,2,7
28011972,1/28/72,3,16,1,8
29011972,1/29/72,3,11,2,13
31011972,1/31/72,3,9,0,3
1021972,2/1/72,3,10,0,8
2021972,2/2/72,3,6,0,5
3021972,2/3/72,3,15,3,10
4021972,2/4/72,3,9,0,5
5021972,2/5/72,3,9,0,11
6021972,2/6/72,3,4,0,2
7021972,2/7/72,3,6,1,2
8021972,2/8/72,3,6,0,3
9021972,2/9/72,3,10,1,10
10021972,2/10/72,3,8,0,4
11021972,2/11/72,3,10,1,11
12021972,2/12/72,3,7,0,6
13021972,2/13/72,3,5,0,2
14021972,2/14/72,3,10,1,8
15021972,2/15/72,3,8,0,8
16021972,2/16/72,3,12,0,12
17021972,2/17/72,3,10,2,8
18021972,2/18/72,3,9,0,10
19021972,2/19/72,3,6,0,4
21021972,2/21/72,3,7,0,4
22021972,2/22/72,3,6,0,4
23021972,2/23/72,3,8,0,4
24021972,2/24/72,3,9,1,6
25021972,2/25/72,3,7,0,10
26021972,2/26/72,3,16,0,6
28021972,2/28/72,3,13,1,11
1031972,3/1/72,3,15,0,12
2031972,3/2/72,3,16,2,17
3031972,3/3/72,3,9,1,6
4031972,3/4/72,3,8,0,6
5031972,3/5/72,3,9,0,5
6031972,3/6/72,3,5,0,7
7031972,3/7/72,3,8,0,9
8031972,3/8/72,3,9,0,3
9031972,3/9/72,3,12,0,10
10031972,3/10/72,3,13,0,13
11031972,3/11/72,3,13,0,15
13031972,3/13/72,3,8,1,3
14031972,3/14/72,3,13,2,12
15031972,3/15/72,3,15,3,25
16031972,3/16/72,3,9,0,8
17031972,3/17/72,3,7,0,7
18031972,3/18/72,3,17,1,19
20031972,3/20/72,3,9,2,5
21031972,3/21/72,3,11,2,7
22031972,3/22/72,3,10,2,9
23031972,3/23/72,3,8,1,5
24031972,3/24/72,3,8,1,2
25031972,3/25/72,3,13,2,16
27031972,3/27/72,3,9,2,3
28031972,3/28/72,3,14,1,19
29031972,3/29/72,3,8,0,9
30031972,3/30/72,3,9,1,6
31031972,3/31/72,3,9,2,6
1041972,4/1/72,3,12,2,19
3041972,4/3/72,3,14,3,11
4041972,4/4/72,3,11,2,7
5041972,4/5/72,3,15,2,11
6041972,4/6/72,3,15,2,13
7041972,4/7/72,3,15,2,15
8041972,4/8/72,3,13,1,7
