PDBid,date,President,Total_Pgs,maps,Redaction_total
8121963,12/8/63,2,7,1,9
9121963,12/9/63,2,11,1,6
10121963,12/10/63,2,9,1,9
11121963,12/11/63,2,10,0,8
12121963,12/12/63,2,13,0,13
13121963,12/13/63,2,6,0,5
14121963,12/14/63,2,8,0,12
16121963,12/16/63,2,9,0,7
17121963,12/17/63,2,6,0,9
18121963,12/18/63,2,7,0,10
19121963,12/19/63,2,7,0,16
20121963,12/20/63,2,9,0,9
21121963,12/21/63,2,6,0,7
23121963,12/23/63,2,7,0,6
24121963,12/24/63,2,6,0,9
26121963,12/26/63,2,4,0,6
27121963,12/27/63,2,5,0,5
28121963,12/28/63,2,5,0,9
30121963,12/30/63,2,5,0,8
31121963,12/31/63,2,5,0,5
2011964,1/2/64,2,5,0,6
3011964,1/3/64,2,7,0,20
4011964,1/4/64,2,6,0,11
6011964,1/6/64,2,6,1,8
7011964,1/7/64,2,6,1,6
8011964,1/8/64,2,5,0,5
9011964,1/9/64,2,6,0,11
10011964,1/10/64,2,8,0,10
11011964,1/11/64,2,6,1,9
13011964,1/13/64,2,10,1,6
14011964,1/14/64,2,8,1,16
15011964,1/15/64,2,9,0,11
16011964,1/16/64,2,9,1,13
17011964,1/17/64,2,9,0,9
18011964,1/18/64,2,8,0,5
20011964,1/20/64,2,9,0,9
21011964,1/21/64,2,7,0,7
22011964,1/22/64,2,8,0,9
23011964,1/23/64,2,10,0,13
24011964,1/24/64,2,12,0,10
25011964,1/25/64,2,12,1,6
27011964,1/27/64,2,12,1,14
28011964,1/28/64,2,10,0,8
29011964,1/29/64,2,9,0,8
30011964,1/30/64,2,11,1,11
31011964,1/31/64,2,9,2,10
1021964,2/1/64,2,10,0,12
3021964,2/3/64,2,14,1,20
4021964,2/4/64,2,9,0,12
5021964,2/5/64,2,10,1,9
6021964,2/6/64,2,9,0,8
7021964,2/7/64,2,12,1,18
8021964,2/8/64,2,8,1,11
10021964,2/10/64,2,10,1,4
11021964,2/11/64,2,10,4,8
12021964,2/12/64,2,13,2,19
13021964,2/13/64,2,10,3,12
14021964,2/14/64,2,15,3,18
15021964,2/15/64,2,11,3,17
17021964,2/17/64,2,11,1,11
18021964,2/18/64,2,10,2,10
19021964,2/19/64,2,10,1,16
20021964,2/20/64,2,10,2,15
21021964,2/21/64,2,8,0,21
22021964,2/22/64,2,8,0,14
24021964,2/24/64,2,7,0,6
25021964,2/25/64,2,9,2,12
26021964,2/26/64,2,8,0,9
27021964,2/27/64,2,8,0,9
28021964,2/28/64,2,10,0,11
2031964,3/2/64,2,9,1,13
3031964,3/3/64,2,9,0,9
NA,3/3/64,2,6,0,8
4031964,3/4/64,2,10,1,18
5031964,3/5/64,2,11,0,13
6031964,3/6/64,2,8,0,11
NA,3/6/64,2,10,0,18
7031964,3/7/64,2,15,2,21
9031964,3/9/64,2,13,1,21
10031964,3/10/64,2,11,1,13
NA,3/10/64,2,10,0,19
11031964,3/11/64,2,10,1,11
12031964,3/12/64,2,11,2,13
13031964,3/13/64,2,9,0,8
NA,3/13/64,2,8,0,16
14031964,3/14/64,2,8,0,16
16031964,3/16/64,2,6,0,10
17031964,3/17/64,2,8,0,6
NA,3/17/64,2,7,0,13
18031964,3/18/64,2,7,0,15
19031964,3/19/64,2,14,1,26
20031964,3/20/64,2,12,0,18
NA,3/20/64,2,10,0,22
21031964,3/21/64,2,12,1,13
23031964,3/23/64,2,9,0,9
24031964,3/24/64,2,7,0,8
NA,3/24/64,2,10,0,11
25031964,3/25/64,2,13,1,12
26031964,3/26/64,2,9,0,7
27031964,3/27/64,2,9,0,13
NA,3/27/64,2,7,0,14
28031964,3/28/64,2,8,0,18
30031964,3/30/64,2,9,0,18
31031964,3/31/64,2,9,0,14
NA,3/31/64,2,9,0,16
1041964,4/1/64,2,7,0,5
2041964,4/2/64,2,12,2,12
3041964,4/3/64,2,13,3,18
NA,4/3/64,2,11,0,20
4041964,4/4/64,2,6,0,4
6041964,4/6/64,2,8,0,11
7041964,4/7/64,2,10,1,14
NA,4/7/64,2,7,0,9
8041964,4/8/64,2,13,2,16
9041964,4/9/64,2,10,0,9
10041964,4/10/64,2,15,3,17
NA,4/10/64,2,11,0,17
11041964,4/11/64,2,13,1,11
13041964,4/13/64,2,11,2,6
14041964,4/14/64,2,13,0,8
NA,4/14/64,2,8,0,12
15041964,4/15/64,2,9,0,13
16041964,4/16/64,2,8,1,8
17041964,4/17/64,2,7,2,5
NA,4/17/64,2,10,0,17
18041964,4/18/64,2,11,0,15
20041964,4/20/64,2,9,1,10
21041964,4/21/64,2,11,0,10
NA,4/21/64,2,12,0,16
22041964,4/22/64,2,6,0,12
23041964,4/23/64,2,9,0,12
24041964,4/24/64,2,6,1,7
NA,4/24/64,2,9,0,13
25041964,4/25/64,2,13,0,13
27041964,4/27/64,2,7,0,9
28041964,4/28/64,2,12,1,14
NA,4/28/64,2,7,0,9
29041964,4/29/64,2,15,2,16
30041964,4/30/64,2,6,0,9
NA,5/1/64,2,11,0,17
NA,5/1/64,2,9,0,17
2051964,5/2/64,2,5,0,3
4051964,5/4/64,2,9,0,16
NA,5/5/64,2,5,0,4
NA,5/5/64,2,9,0,16
6051964,5/6/64,2,8,0,7
7051964,5/7/64,2,7,0,11
NA,5/8/64,2,9,0,6
NA,5/8/64,2,10,0,18
9051964,5/9/64,2,10,0,12
11051964,5/11/64,2,9,0,11
NA,5/12/64,2,6,0,8
NA,5/12/64,2,11,0,21
13051964,5/13/64,2,9,2,10
14051964,5/14/64,2,9,0,11
NA,5/15/64,2,11,0,16
NA,5/15/64,2,11,0,16
16051964,5/16/64,2,9,0,26
18051964,5/18/64,2,8,1,8
NA,5/19/64,2,9,0,12
NA,5/19/64,2,9,0,13
20051964,5/20/64,2,9,1,16
21051964,5/21/64,2,9,0,12
NA,5/22/64,2,7,0,6
NA,5/22/64,2,9,0,20
23051964,5/23/64,2,10,2,12
25051964,5/25/64,2,10,2,14
NA,5/26/64,2,9,0,10
NA,5/26/64,2,10,0,15
27051964,5/27/64,2,10,1,10
NA,5/28/64,2,9,0,10
NA,5/28/64,2,10,0,14
29051964,5/29/64,2,7,0,11
30051964,5/30/64,2,8,0,14
1061964,6/1/64,2,11,1,10
NA,6/2/64,2,9,0,8
NA,6/2/64,2,9,0,12
3061964,6/3/64,2,11,2,13
4061964,6/4/64,2,11,0,12
NA,6/5/64,2,8,0,9
NA,6/5/64,2,8,0,16
6061964,6/6/64,2,11,2,15
8061964,6/8/64,2,9,2,10
NA,6/9/64,2,11,0,17
NA,6/9/64,2,10,0,22
10061964,6/10/64,2,9,1,8
11061964,6/11/64,2,8,1,10
NA,6/12/64,2,11,0,17
NA,6/12/64,2,12,0,20
13061964,6/13/64,2,9,0,16
15061964,6/15/64,2,7,0,7
NA,6/16/64,2,6,0,8
NA,6/16/64,2,8,0,17
17061964,6/17/64,2,8,1,12
18061964,6/18/64,2,8,1,8
NA,6/19/64,2,7,0,10
NA,6/19/64,2,9,0,13
20061964,6/20/64,2,6,0,11
22061964,6/22/64,2,12,1,15
NA,6/23/64,2,10,0,13
NA,6/23/64,2,12,0,11
24061964,6/24/64,2,7,0,9
25061964,6/25/64,2,9,1,11
NA,6/26/64,2,8,0,7
NA,6/26/64,2,11,0,12
27061964,6/27/64,2,6,0,6
29061964,6/29/64,2,8,2,12
NA,6/30/64,2,8,0,11
NA,6/30/64,2,12,0,13
1071964,7/1/64,2,6,0,7
2071964,7/2/64,2,8,0,14
NA,7/3/64,2,8,0,13
NA,7/3/64,2,6,0,12
4071964,7/4/64,2,6,0,7
6071964,7/6/64,2,6,0,12
NA,7/7/64,2,9,0,10
NA,7/7/64,2,9,0,18
8071964,7/8/64,2,8,2,10
9071964,7/9/64,2,7,0,9
NA,7/10/64,2,8,0,9
NA,7/10/64,2,11,0,17
11071964,7/11/64,2,8,0,8
13071964,7/13/64,2,10,2,9
NA,7/14/64,2,8,0,8
NA,7/14/64,2,9,0,14
15071964,7/15/64,2,9,0,8
16071964,7/16/64,2,7,0,7
NA,7/17/64,2,7,0,9
NA,7/17/64,2,10,0,9
18071964,7/18/64,2,6,0,12
20071964,7/20/64,2,6,0,9
NA,7/21/64,2,7,0,13
NA,7/21/64,2,9,0,16
22071964,7/22/64,2,7,0,7
23071964,7/23/64,2,5,0,4
NA,7/24/64,2,10,0,13
NA,7/24/64,2,10,0,14
25071964,7/25/64,2,7,0,15
27071964,7/27/64,2,8,2,16
NA,7/28/64,2,6,0,3
NA,7/28/64,2,11,0,15
29071964,7/29/64,2,8,1,9
30071964,7/30/64,2,9,0,18
NA,7/31/64,2,9,0,9
NA,7/31/64,2,14,0,24
1081964,8/1/64,2,11,1,18
3081964,8/3/64,2,9,2,13
4081964,8/4/64,2,8,2,15
NA,8/4/64,2,11,0,20
5081964,8/5/64,2,6,0,12
6081964,8/6/64,2,11,1,9
7081964,8/7/64,2,14,3,16
NA,8/7/64,2,12,0,16
8081964,8/8/64,2,8,0,11
9081964,8/9/64,2,6,0,9
10081964,8/10/64,2,13,2,15
11081964,8/11/64,2,11,3,13
NA,8/11/64,2,15,0,26
12081964,8/12/64,2,10,0,16
13081964,8/13/64,2,13,2,24
14081964,8/14/64,2,11,4,15
NA,8/14/64,2,15,0,18
15081964,8/15/64,2,11,1,13
17081964,8/17/64,2,9,0,14
18081964,8/18/64,2,8,2,11
NA,8/18/64,2,11,0,19
19081964,8/19/64,2,10,1,14
20081964,8/20/64,2,10,1,9
21081964,8/21/64,2,13,2,16
NA,8/21/64,2,14,0,18
22081964,8/22/64,2,11,0,19
24081964,8/24/64,2,10,1,12
25081964,8/25/64,2,9,2,12
NA,8/25/64,2,12,0,14
26081964,8/26/64,2,11,1,12
27081964,8/27/64,2,11,1,9
28081964,8/28/64,2,12,4,13
NA,8/28/64,2,15,0,19
29081964,8/29/64,2,8,0,15
31081964,8/31/64,2,10,1,12
NA,9/1/64,2,12,0,15
NA,9/1/64,2,15,0,22
2091964,9/2/64,2,8,1,15
3091964,9/3/64,2,14,2,20
NA,9/4/64,2,10,0,7
NA,9/4/64,2,15,0,23
5091964,9/5/64,2,8,1,8
7091964,9/7/64,2,11,2,15
NA,9/8/64,2,9,0,9
NA,9/8/64,2,12,0,8
9091964,9/9/64,2,10,0,9
10091964,9/10/64,2,9,1,11
NA,9/11/64,2,12,0,16
NA,9/11/64,2,12,0,14
12091964,9/12/64,2,12,3,15
14091964,9/14/64,2,10,2,11
NA,9/15/64,2,9,0,13
NA,9/15/64,2,10,0,12
16091964,9/16/64,2,7,0,13
17091964,9/17/64,2,6,0,8
NA,9/18/64,2,10,0,13
NA,9/18/64,2,12,0,18
19091964,9/19/64,2,10,1,12
21091964,9/21/64,2,9,1,8
NA,9/22/64,2,7,0,9
NA,9/22/64,2,13,0,12
23091964,9/23/64,2,11,1,12
24091964,9/24/64,2,10,0,16
NA,9/25/64,2,10,0,16
NA,9/25/64,2,8,0,13
26091964,9/26/64,2,6,0,26
28091964,9/28/64,2,9,0,6
NA,9/29/64,2,7,0,5
NA,9/29/64,2,12,0,16
30091964,9/30/64,2,9,0,4
1101964,10/1/64,2,8,0,14
NA,10/2/64,2,6,0,7
NA,10/2/64,2,11,0,20
3101964,10/3/64,2,7,0,6
5101964,10/5/64,2,7,0,3
NA,10/6/64,2,9,0,12
NA,10/6/64,2,10,0,12
7101964,10/7/64,2,8,0,11
8101964,10/8/64,2,9,0,10
NA,10/9/64,2,9,0,7
NA,10/9/64,2,12,0,13
10101964,10/10/64,2,7,0,11
12101964,10/12/64,2,6,0,8
NA,10/13/64,2,11,0,15
NA,10/13/64,2,12,0,16
14101964,10/14/64,2,10,0,11
15101964,10/15/64,2,7,0,10
NA,10/16/64,2,8,0,6
NA,10/16/64,2,10,0,11
17101964,10/17/64,2,14,1,13
19101964,10/19/64,2,8,0,10
NA,10/20/64,2,8,0,8
NA,10/20/64,2,12,0,11
21101964,10/21/64,2,8,0,6
22101964,10/22/64,2,9,0,11
NA,10/23/64,2,8,0,10
NA,10/23/64,2,11,0,10
24101964,10/24/64,2,9,0,19
26101964,10/26/64,2,10,0,13
NA,10/27/64,2,8,0,13
NA,10/27/64,2,14,0,24
28101964,10/28/64,2,9,0,16
29101964,10/29/64,2,11,0,15
NA,10/30/64,2,10,0,12
NA,10/30/64,2,13,0,25
31101964,10/31/64,2,6,0,6
2111964,11/2/64,2,8,0,12
NA,11/3/64,2,13,0,15
NA,11/3/64,2,11,0,13
4111964,11/4/64,2,10,1,27
5111964,11/5/64,2,7,0,9
NA,11/6/64,2,10,0,10
NA,11/6/64,2,8,0,9
7111964,11/7/64,2,10,1,7
9111964,11/9/64,2,10,0,11
NA,11/10/64,2,5,0,6
NA,11/10/64,2,9,0,10
11111964,11/11/64,2,9,0,11
12111964,11/12/64,2,7,0,4
NA,11/13/64,2,6,0,9
NA,11/13/64,2,8,0,8
14111964,11/14/64,2,7,0,8
16111964,11/16/64,2,6,0,5
NA,11/17/64,2,8,0,18
NA,11/17/64,2,9,0,16
NA,11/17/64,2,8,0,11
NA,11/18/64,2,14,0,17
NA,11/18/64,2,7,0,9
NA,11/19/64,2,8,0,13
NA,11/19/64,2,8,0,8
NA,11/20/64,2,8,0,15
NA,11/20/64,2,7,0,10
NA,11/20/64,2,8,0,9
21111964,11/21/64,2,8,0,16
NA,11/23/64,2,7,0,11
NA,11/23/64,2,11,0,13
NA,11/24/64,2,6,0,8
NA,11/24/64,2,7,0,8
NA,11/24/64,2,7,0,11
NA,11/25/64,2,7,0,12
NA,11/25/64,2,5,0,6
NA,11/27/64,2,6,0,21
NA,11/27/64,2,9,0,12
NA,11/27/64,2,8,0,12
28111964,11/28/64,2,8,0,13
29111964,11/29/64,2,3,0,8
NA,11/30/64,2,2,0,3
NA,11/30/64,2,9,0,18
1121964,12/1/64,2,6,2,12
2121964,12/2/64,2,6,3,8
3121964,12/3/64,2,6,0,12
4121964,12/4/64,2,6,1,3
5121964,12/5/64,2,3,1,2
7121964,12/7/64,2,4,1,2
8121964,12/8/64,2,3,1,2
9121964,12/9/64,2,4,1,4
10121964,12/10/64,2,5,1,5
11121964,12/11/64,2,3,1,5
12121964,12/12/64,2,2,0,5
14121964,12/14/64,2,3,1,3
15121964,12/15/64,2,3,1,8
16121964,12/16/64,2,5,0,4
17121964,12/17/64,2,2,0,3
18121964,12/18/64,2,4,1,5
19121964,12/19/64,2,2,0,2
21121964,12/21/64,2,3,1,5
22121964,12/22/64,2,3,1,3
23121964,12/23/64,2,6,1,13
26121964,12/26/64,2,3,1,5
28121964,12/28/64,2,5,1,6
29121964,12/29/64,2,3,1,5
30121964,12/30/64,2,4,2,4
2011965,1/2/65,2,3,0,6
4011965,1/4/65,2,2,0,2
5011965,1/5/65,2,3,1,3
6011965,1/6/65,2,2,0,3
7011965,1/7/65,2,6,2,7
8011965,1/8/65,2,2,0,3
9011965,1/9/65,2,4,1,6
11011965,1/11/65,2,5,1,7
12011965,1/12/65,2,3,1,2
13011965,1/13/65,2,3,1,4
14011965,1/14/65,2,2,0,3
15011965,1/15/65,2,3,1,3
16011965,1/16/65,2,2,0,4
18011965,1/18/65,2,4,1,5
19011965,1/19/65,2,4,0,8
21011965,1/21/65,2,5,0,7
22011965,1/22/65,2,5,1,5
23011965,1/23/65,2,3,0,3
25011965,1/25/65,2,7,1,10
26011965,1/26/65,2,5,0,8
27011965,1/27/65,2,6,0,9
28011965,1/28/65,2,5,0,7
29011965,1/29/65,2,7,0,9
30011965,1/30/65,2,6,0,9
1021965,2/1/65,2,11,1,12
2021965,2/2/65,2,5,1,7
3021965,2/3/65,2,8,3,10
4021965,2/4/65,2,5,1,2
5021965,2/5/65,2,4,0,7
6021965,2/6/65,2,6,0,6
8021965,2/8/65,2,5,2,4
9021965,2/9/65,2,6,1,3
10021965,2/10/65,2,4,0,8
11021965,2/11/65,2,9,3,7
12021965,2/12/65,2,6,1,5
13021965,2/13/65,2,4,0,3
15021965,2/15/65,2,8,2,9
16021965,2/16/65,2,7,2,8
17021965,2/17/65,2,8,2,11
18021965,2/18/65,2,6,2,9
19021965,2/19/65,2,9,2,13
20021965,2/20/65,2,7,1,6
22021965,2/22/65,2,6,1,8
23021965,2/23/65,2,6,1,5
24021965,2/24/65,2,6,2,5
25021965,2/25/65,2,7,1,9
26021965,2/26/65,2,7,2,12
27021965,2/27/65,2,5,1,5
1031965,3/1/65,2,5,1,3
2031965,3/2/65,2,5,0,4
3031965,3/3/65,2,8,2,14
4031965,3/4/65,2,8,2,14
5031965,3/5/65,2,8,2,11
6031965,3/6/65,2,4,0,4
8031965,3/8/65,2,4,0,2
9031965,3/9/65,2,7,2,6
10031965,3/10/65,2,7,1,6
11031965,3/11/65,2,6,1,8
12031965,3/12/65,2,7,2,12
13031965,3/13/65,2,5,1,11
15031965,3/15/65,2,8,2,12
16031965,3/16/65,2,8,2,13
17031965,3/17/65,2,7,2,9
18031965,3/18/65,2,7,2,7
19031965,3/19/65,2,6,1,7
20031965,3/20/65,2,6,1,12
22031965,3/22/65,2,9,1,10
23031965,3/23/65,2,6,1,10
24031965,3/24/65,2,6,0,9
25031965,3/25/65,2,5,1,6
26031965,3/26/65,2,7,2,10
27031965,3/27/65,2,9,0,12
29031965,3/29/65,2,7,2,9
30031965,3/30/65,2,7,1,7
31031965,3/31/65,2,6,1,10
1041965,4/1/65,2,5,0,9
2041965,4/2/65,2,8,2,9
3041965,4/3/65,2,4,1,5
5041965,4/5/65,2,7,2,9
6041965,4/6/65,2,5,1,7
7041965,4/7/65,2,6,1,8
8041965,4/8/65,2,8,0,9
9041965,4/9/65,2,6,0,7
10041965,4/10/65,2,4,0,4
12041965,4/12/65,2,7,2,8
13041965,4/13/65,2,7,2,7
14041965,4/14/65,2,6,1,8
15041965,4/15/65,2,7,2,5
16041965,4/16/65,2,4,0,6
17041965,4/17/65,2,4,0,6
19041965,4/19/65,2,6,1,8
20041965,4/20/65,2,7,2,4
21041965,4/21/65,2,7,1,10
22041965,4/22/65,2,5,0,8
23041965,4/23/65,2,7,2,5
24041965,4/24/65,2,6,1,12
26041965,4/26/65,2,8,2,7
27041965,4/27/65,2,7,1,9
28041965,4/28/65,2,6,1,10
29041965,4/29/65,2,6,1,6
30041965,4/30/65,2,10,3,11
1051965,5/1/65,2,6,0,7
3051965,5/3/65,2,9,3,13
4051965,5/4/65,2,7,2,9
5051965,5/5/65,2,10,4,14
6051965,5/6/65,2,9,1,11
7051965,5/7/65,2,9,2,12
8051965,5/8/65,2,7,2,8
10051965,5/10/65,2,9,3,15
11051965,5/11/65,2,10,4,10
12051965,5/12/65,2,8,3,6
13051965,5/13/65,2,10,4,8
14051965,5/14/65,2,7,2,12
15051965,5/15/65,2,9,2,10
17051965,5/17/65,2,9,4,6
18051965,5/18/65,2,8,3,11
19051965,5/19/65,2,10,3,12
20051965,5/20/65,2,8,3,7
21051965,5/21/65,2,8,2,11
22051965,5/22/65,2,7,3,6
24051965,5/24/65,2,12,5,9
25051965,5/25/65,2,9,4,8
26051965,5/26/65,2,8,2,9
27051965,5/27/65,2,13,3,16
28051965,5/28/65,2,8,3,11
29051965,5/29/65,2,7,2,11
31051965,5/31/65,2,8,3,9
1061965,6/1/65,2,7,3,7
2061965,6/2/65,2,6,1,11
3061965,6/3/65,2,9,3,15
4061965,6/4/65,2,6,2,8
5061965,6/5/65,2,5,0,5
7061965,6/7/65,2,5,1,8
8061965,6/8/65,2,9,0,17
9061965,6/9/65,2,8,2,5
10061965,6/10/65,2,8,2,14
11061965,6/11/65,2,10,2,15
12061965,6/12/65,2,6,1,10
14061965,6/14/65,2,10,2,13
15061965,6/15/65,2,7,2,8
16061965,6/16/65,2,6,0,9
17061965,6/17/65,2,8,1,15
18061965,6/18/65,2,9,1,10
19061965,6/19/65,2,6,0,8
21061965,6/21/65,2,4,0,5
22061965,6/22/65,2,5,0,5
23061965,6/23/65,2,8,1,10
24061965,6/24/65,2,9,1,9
25061965,6/25/65,2,11,4,15
26061965,6/26/65,2,6,1,11
28061965,6/28/65,2,8,3,9
29061965,6/29/65,2,6,1,5
30061965,6/30/65,2,7,1,8
1071965,7/1/65,2,9,1,12
2071965,7/2/65,2,8,1,7
3071965,7/3/65,2,4,0,9
5071965,7/5/65,2,4,1,6
6071965,7/6/65,2,8,0,8
7071965,7/7/65,2,5,0,5
8071965,7/8/65,2,12,1,15
9071965,7/9/65,2,8,1,11
10071965,7/10/65,2,4,0,5
12071965,7/12/65,2,5,1,3
13071965,7/13/65,2,6,1,5
14071965,7/14/65,2,9,2,14
15071965,7/15/65,2,7,0,10
16071965,7/16/65,2,6,1,6
17071965,7/17/65,2,4,0,5
19071965,7/19/65,2,8,1,9
20071965,7/20/65,2,5,0,4
21071965,7/21/65,2,9,1,11
22071965,7/22/65,2,5,0,9
23071965,7/23/65,2,7,1,9
24071965,7/24/65,2,5,0,6
26071965,7/26/65,2,6,0,10
27071965,7/27/65,2,6,0,7
28071965,7/28/65,2,7,1,8
29071965,7/29/65,2,8,1,8
30071965,7/30/65,2,7,2,8
31071965,7/31/65,2,5,0,5
2081965,8/2/65,2,5,1,8
3081965,8/3/65,2,9,0,11
4081965,8/4/65,2,5,0,11
5081965,8/5/65,2,6,1,4
6081965,8/6/65,2,6,0,8
7081965,8/7/65,2,5,1,10
9081965,8/9/65,2,9,3,14
10081965,8/10/65,2,7,1,9
11081965,8/11/65,2,7,1,9
12081965,8/12/65,2,7,0,9
13081965,8/13/65,2,5,0,7
14081965,8/14/65,2,5,0,4
16081965,8/16/65,2,8,1,9
17081965,8/17/65,2,7,1,6
18081965,8/18/65,2,5,0,8
19081965,8/19/65,2,7,1,10
20081965,8/20/65,2,6,1,5
21081965,8/21/65,2,4,0,4
23081965,8/23/65,2,6,1,5
24081965,8/24/65,2,7,0,9
25081965,8/25/65,2,9,1,11
26081965,8/26/65,2,7,0,5
27081965,8/27/65,2,6,1,7
28081965,8/28/65,2,4,0,4
30081965,8/30/65,2,7,1,9
31081965,8/31/65,2,6,0,5
1091965,9/1/65,2,7,1,9
2091965,9/2/65,2,7,2,10
3091965,9/3/65,2,7,1,10
4091965,9/4/65,2,5,0,8
6091965,9/6/65,2,7,1,6
7091965,9/7/65,2,6,1,7
8091965,9/8/65,2,7,1,13
9091965,9/9/65,2,6,1,8
10091965,9/10/65,2,7,0,10
11091965,9/11/65,2,7,2,9
13091965,9/13/65,2,6,1,7
14091965,9/14/65,2,8,2,9
15091965,9/15/65,2,7,1,7
16091965,9/16/65,2,7,1,8
17091965,9/17/65,2,8,2,10
18091965,9/18/65,2,7,2,6
20091965,9/20/65,2,8,2,14
21091965,9/21/65,2,7,2,7
22091965,9/22/65,2,7,2,9
23091965,9/23/65,2,6,0,5
24091965,9/24/65,2,8,2,7
25091965,9/25/65,2,6,0,7
27091965,9/27/65,2,4,0,5
28091965,9/28/65,2,6,1,3
29091965,9/29/65,2,9,2,7
30091965,9/30/65,2,7,2,10
1101965,10/1/65,2,8,0,8
2101965,10/2/65,2,7,2,8
4101965,10/4/65,2,6,1,7
5101965,10/5/65,2,8,2,11
6101965,10/6/65,2,9,1,15
7101965,10/7/65,2,6,1,9
8101965,10/8/65,2,6,0,9
9101965,10/9/65,2,5,0,10
11101965,10/11/65,2,8,0,6
12101965,10/12/65,2,5,0,8
13101965,10/13/65,2,7,0,11
14101965,10/14/65,2,6,1,10
15101965,10/15/65,2,5,0,5
16101965,10/16/65,2,5,0,6
18101965,10/18/65,2,7,1,9
19101965,10/19/65,2,9,2,14
20101965,10/20/65,2,7,0,8
21101965,10/21/65,2,7,1,11
22101965,10/22/65,2,8,1,11
23101965,10/23/65,2,6,0,7
25101965,10/25/65,2,7,0,6
26101965,10/26/65,2,6,1,9
27101965,10/27/65,2,5,0,6
28101965,10/28/65,2,5,1,6
29101965,10/29/65,2,6,1,6
30101965,10/30/65,2,4,0,3
1111965,11/1/65,2,5,0,5
2111965,11/2/65,2,5,0,14
3111965,11/3/65,2,6,0,12
4111965,11/4/65,2,6,0,10
5111965,11/5/65,2,6,1,7
6111965,11/6/65,2,4,0,5
8111965,11/8/65,2,6,0,6
9111965,11/9/65,2,5,0,4
10111965,11/10/65,2,6,1,6
11111965,11/11/65,2,5,0,8
12111965,11/12/65,2,6,1,7
13111965,11/13/65,2,5,0,5
15111965,11/15/65,2,8,0,13
16111965,11/16/65,2,7,0,5
17111965,11/17/65,2,8,1,10
18111965,11/18/65,2,9,3,11
19111965,11/19/65,2,9,0,15
20111965,11/20/65,2,5,0,5
22111965,11/22/65,2,8,0,8
23111965,11/23/65,2,7,1,6
24111965,11/24/65,2,7,0,12
25111965,11/25/65,2,4,0,5
26111965,11/26/65,2,6,0,8
27111965,11/27/65,2,4,0,6
29111965,11/29/65,2,6,1,6
30111965,11/30/65,2,8,0,10
1121965,12/1/65,2,7,0,12
2121965,12/2/65,2,5,0,6
3121965,12/3/65,2,7,0,10
4121965,12/4/65,2,6,0,9
6121965,12/6/65,2,8,1,10
7121965,12/7/65,2,7,0,10
8121965,12/8/65,2,8,0,9
9121965,12/9/65,2,7,0,14
10121965,12/10/65,2,6,0,7
11121965,12/11/65,2,6,0,10
13121965,12/13/65,2,6,0,9
14121965,12/14/65,2,7,0,11
15121965,12/15/65,2,7,1,12
16121965,12/16/65,2,7,0,6
17121965,12/17/65,2,9,0,9
18121965,12/18/65,2,6,1,6
20121965,12/20/65,2,6,0,7
21121965,12/21/65,2,7,0,12
22121965,12/22/65,2,7,0,8
23121965,12/23/65,2,7,0,10
24121965,12/24/65,2,5,0,8
27121965,12/27/65,2,7,0,9
28121965,12/28/65,2,9,1,9
29121965,12/29/65,2,6,0,9
30121965,12/30/65,2,6,0,10
31121965,12/31/65,2,5,0,10
3011966,1/3/66,2,6,0,6
4011966,1/4/66,2,8,1,6
5011966,1/5/66,2,8,1,12
6011966,1/6/66,2,6,0,7
7011966,1/7/66,2,7,0,10
8011966,1/8/66,2,7,1,5
10011966,1/10/66,2,8,0,9
11011966,1/11/66,2,5,0,6
12011966,1/12/66,2,6,0,10
13011966,1/13/66,2,7,0,7
14011966,1/14/66,2,9,1,12
15011966,1/15/66,2,6,0,8
17011966,1/17/66,2,7,0,9
18011966,1/18/66,2,8,1,4
19011966,1/19/66,2,7,1,8
20011966,1/20/66,2,7,1,7
21011966,1/21/66,2,6,0,7
22011966,1/22/66,2,6,0,10
24011966,1/24/66,2,8,2,9
25011966,1/25/66,2,7,0,8
26011966,1/26/66,2,6,0,7
27011966,1/27/66,2,8,2,10
28011966,1/28/66,2,7,0,12
29011966,1/29/66,2,6,0,7
31011966,1/31/66,2,6,0,5
1021966,2/1/66,2,4,0,5
2021966,2/2/66,2,7,1,9
3021966,2/3/66,2,7,0,9
4021966,2/4/66,2,8,0,9
5021966,2/5/66,2,5,0,5
7021966,2/7/66,2,5,0,7
8021966,2/8/66,2,5,0,6
9021966,2/9/66,2,6,0,10
10021966,2/10/66,2,6,0,5
11021966,2/11/66,2,7,1,5
12021966,2/12/66,2,7,0,15
14021966,2/14/66,2,5,0,4
15021966,2/15/66,2,7,0,6
16021966,2/16/66,2,6,1,7
17021966,2/17/66,2,7,1,11
18021966,2/18/66,2,8,0,12
19021966,2/19/66,2,6,1,7
21021966,2/21/66,2,9,0,7
22021966,2/22/66,2,5,0,6
23021966,2/23/66,2,8,1,9
24021966,2/24/66,2,7,5,6
25021966,2/25/66,2,6,0,8
26021966,2/26/66,2,6,1,6
28021966,2/28/66,2,6,0,8
1031966,3/1/66,2,10,0,9
2031966,3/2/66,2,6,0,5
3031966,3/3/66,2,6,1,6
4031966,3/4/66,2,8,1,11
5031966,3/5/66,2,5,0,9
7031966,3/7/66,2,6,0,7
8031966,3/8/66,2,7,1,9
9031966,3/9/66,2,6,0,7
